"last_name, first_name","player_id","year","hit","strikeout","walk","batting_avg","slg_percent","babip","r_total_stolen_base","b_gnd_into_dp","b_hit_by_pitch","b_hit_ground","xba",""
"Castro, Rodolfo","666801","2023","48","74","23",".211",".322",".284","1","4","5","23",".185",
"Alu, Jake","666906","2023","36","42","10",".226",".289",".291","5","2","3","16",".239",
"Garcia, Adolis","666969","2023","136","175","65",".245",".508",".280","9","12","6","35",".249",
"Gurriel Jr., Lourdes","666971","2023","144","103","33",".261",".463",".282","5","20","6","38",".262",
"Julks, Corey","667452","2023","73","75","22",".245",".352",".306","15","6","1","31",".246",
"Rooker Jr., Brent","667670","2023","114","172","49",".246",".488",".317","4","11","10","24",".238",
"Arozarena, Randy","668227","2023","140","156","80",".254",".425",".310","22","10","18","56",".242",
"Pratto, Nick","668472","2023","71","138","29",".232",".353",".388","1","3","6","14",".207",
"Rogers, Jake","668670","2023","73","118","28",".221",".444",".268","1","6","3","13",".229",
"Bleday, JJ","668709","2023","50","72","42",".195",".355",".226","5","3","2","18",".202",
"Steer, Spencer","668715","2023","158","139","68",".271",".464",".318","15","9","11","45",".250",
"Baddoo, Akil","668731","2023","68","89","42",".218",".372",".268","14","4","0","26",".216",
"Knizner, Andrew","668800","2023","54","62","12",".241",".424",".288","2","8","3","23",".220",
"Reynolds, Bryan","668804","2023","151","138","53",".263",".460",".304","12","13","7","43",".278",
"Vientos, Mark","668901","2023","46","71","10",".211",".367",".264","1","5","3","19",".234",
"Lewis, Royce","668904","2023","67","55","20",".309",".548",".354","6","5","2","17",".264",
"Turang, Brice","668930","2023","88","94","38",".218",".300",".268","26","9","1","34",".224",
"Rutschman, Adley","668939","2023","163","101","92",".277",".435",".303","1","14","2","50",".290",
"Rojas, Josh","668942","2023","77","81","27",".245",".338",".313","12","3","1","24",".227",
"Melendez Jr., MJ","669004","2023","125","170","62",".235",".398",".311","6","4","3","43",".233",
"Marsh, Brandon","669016","2023","112","144","59",".277",".458",".397","10","4","4","43",".233",
"Langeliers, Shea","669127","2023","92","143","34",".205",".413",".246","3","10","5","26",".216",
"Campusano, Luis","669134","2023","52","21","7",".319",".491",".331","0","8","3","17",".300",
"Murphy, Sean","669221","2023","93","98","49",".251",".478",".286","0","18","18","27",".272",
"Senzel, Nick","669222","2023","71","74","26",".236",".399",".269","6","9","1","21",".244",
"Edman, Tommy","669242","2023","119","84","35",".248",".399",".275","27","9","7","50",".260",
"Smith, Will","669257","2023","121","89","63",".261",".438",".277","3","8","15","40",".261",
"Suwinski, Jack","669261","2023","100","172","75",".224",".454",".290","13","2","6","20",".218",
"Espinal, Santiago","669289","2023","57","36","18",".248",".335",".285","2","5","3","17",".251",
"Miranda, Jose","669304","2023","30","24","9",".211",".303",".235","0","8","1","9",".238",
"Gorman, Nolan","669357","2023","96","148","53",".236",".478",".296","7","5","3","15",".238",
"Burger, Jake","669394","2023","123","149","32",".250",".518",".284","1","4","12","36",".268",
"Allen, Nick","669397","2023","67","52","17",".221",".287",".253","5","8","1","37",".218",
"Schmitt, Casey","669477","2023","52","65","13",".206",".324",".253","2","7","5","12",".231",
"Smith, Josh H.","669701","2023","36","55","25",".185",".328",".222","1","3","9","14",".210",
"Triolo, Jared","669707","2023","54","63","24",".298",".398",".440","6","0","3","15",".250",
"Hays, Austin","669720","2023","143","141","38",".275",".444",".345","5","11","3","50",".241",
"Call, Alex","669743","2023","75","78","53",".200",".307",".230","9","1","6","28",".216",
"Toglia, Michael","669911","2023","23","50","10",".163",".284",".218","1","3","1","4",".201",
"Lopez, Nicky","670032","2023","52","40","26",".231",".307",".276","6","3","6","20",".231",
"Raley, Luke","670042","2023","89","128","28",".249",".490",".330","14","2","18","35",".225",
"Short, Zack","670097","2023","45","66","28",".204",".339",".255","5","3","0","14",".211",
"Mastrobuoni, Miles","670156","2023","32","32","13",".241",".301",".310","13","1","0","8",".259",
"Wallner, Matt","670242","2023","53","80","28",".249",".507",".328","2","1","13","11",".233",
"Alvarez, Yordan","670541","2023","120","92","69",".293",".583",".306","0","7","13","31",".299",
"Paredes, Isaac","670623","2023","123","104","58",".250",".488",".257","1","11","20","25",".226",
"Walls, Taylor","670764","2023","61","92","44",".201",".333",".261","22","1","1","17",".202",
"Friedl Jr., TJ","670770","2023","136","90","47",".279",".467",".308","27","0","10","54",".240",
"Casas, Triston","671213","2023","113","126","70",".263",".490",".317","0","7","1","25",".251",
"Waters, Drew","671221","2023","69","107","27",".228",".377",".321","16","4","5","13",".235",
"Garcia, Luis","671277","2023","119","60","27",".266",".385",".286","9","10","0","42",".262",
"Freeman, Tyler","671289","2023","37","30","10",".242",".366",".275","5","3","2","13",".269",
"Butler, Lawrence","671732","2023","26","35","4",".211",".341",".259","0","5","1","8",".230",
"Harris II, Michael","671739","2023","148","101","25",".293",".477",".334","20","8","5","62",".301",
"Bailey, Patrick","672275","2023","76","100","21",".233",".359",".314","1","8","3","21",".247",
"Kelenic, Jarred","672284","2023","94","132","41",".253",".419",".359","13","6","1","26",".263",
"Arias, Gabriel","672356","2023","66","113","28",".210",".352",".290","3","9","1","24",".227",
"Kirk, Alejandro","672386","2023","93","45","42",".250",".358",".265","0","21","6","36",".249",
"Diaz, Jordan","672478","2023","60","69","17",".221",".364",".258","0","10","3","25",".225",
"Moreno, Gabriel","672515","2023","97","75","29",".284",".408",".338","6","17","3","41",".263",
"Garcia, Maikel","672580","2023","126","115","38",".272",".358",".344","23","9","2","52",".270",
"Perdomo, Geraldo","672695","2023","100","86","64",".246",".359",".295","16","2","6","35",".201",
"Peraza, Oswald","672724","2023","33","50","13",".191",".272",".256","4","1","5","15",".222",
"Marcano, Tucupita","672779","2023","47","35","10",".233",".356",".265","5","2","3","15",".246",
"Sosa, Lenyn","672820","2023","33","40","5",".201",".348",".227","0","3","0","9",".253",
"Diaz, Yainer","673237","2023","100","74","11",".282",".538",".292","0","12","5","27",".287",
"Robert Jr., Luis","673357","2023","144","172","30",".264",".542",".314","20","10","12","36",".259",
"Kim, Ha-Seong","673490","2023","140","124","75",".260",".398",".306","38","7","3","45",".243",
"Suzuki, Seiya","673548","2023","147","130","59",".285",".485",".341","6","8","2","52",".282",
"Jung, Josh","673962","2023","127","151","30",".266",".467",".340","1","7","5","38",".256",
"Smith, Kevin","675656","2023","25","51","5",".185",".326",".253","1","3","1","10",".178",
"Williams, Alika","675961","2023","20","35","9",".198",".248",".303","0","2","1","7",".201",
"Westburg, Jordan","676059","2023","54","56","16",".260",".404",".336","4","3","1","16",".257",
"Noda, Ryan","676116","2023","93","170","77",".229",".406",".347","3","4","10","25",".212",
"Velazquez, Nelson","676369","2023","38","51","14",".235",".586",".221","0","3","2","6",".256",
"Burleson, Alec","676475","2023","77","45","23",".244",".390",".261","3","13","3","27",".268",
"Barrero, Jose","676480","2023","29","44","15",".218",".323",".307","3","1","0","10",".217",
"Caballero, Jose","676609","2023","51","66","28",".221",".320",".285","26","0","17","18",".208",
"Meyers, Jake","676694","2023","70","88","26",".227",".382",".283","5","2","5","24",".214",
"Trejo, Alan","676701","2023","48","51","16",".232",".343",".286","5","3","1","15",".233",
"McCormick, Chas","676801","2023","110","117","40",".273",".489",".331","19","3","11","33",".248",
"Schneider, Davis","676914","2023","32","43","21",".276",".603",".369","1","2","4","3",".214",
"Batten, Matthew","676946","2023","31","30","17",".258",".358",".330","2","0","1","15",".211",
"Franco, Wander","677551","2023","124","69","42",".281",".475",".297","30","18","3","36",".297",
"Pereira, Everson","677592","2023","14","40","8",".151",".194",".264","4","1","2","5",".207",
"Rodriguez, Julio","677594","2023","180","175","47",".275",".485",".330","37","14","11","69",".275",
"Mauricio, Ronny","677595","2023","25","31","7",".248",".347",".338","7","2","0","9",".239",
"Duran, Ezequiel","677649","2023","112","120","23",".276",".443",".358","8","7","7","39",".254",
"Thomas, Alek","677950","2023","86","86","19",".230",".374",".273","9","5","4","37",".249",
"Witt Jr., Bobby","677951","2023","177","121","40",".276",".495",".295","49","11","4","56",".297",
"Meadows, Parker","678009","2023","29","37","17",".232",".368",".302","8","0","2","8",".248",
"Bae, Ji Hwan","678225","2023","77","92","30",".231",".311",".310","24","4","2","38",".224",
"Vargas, Miguel","678246","2023","50","61","38",".195",".367",".224","3","1","4","11",".211",
"Tovar, Ezequiel","678662","2023","147","166","25",".253",".408",".328","11","10","4","42",".247",
"Peguero, Liover","678894","2023","47","67","11",".237",".374",".320","6","6","1","19",".225",
"Rojas, Johan","679032","2023","45","42","5",".302",".430",".410","14","1","4","20",".247",
"Torkelson, Spencer","679529","2023","141","171","67",".233",".446",".269","3","15","6","27",".251",
"Blanco, Dairon","680118","2023","32","33","10",".258",".452",".330","24","2","2","12",".243",
"McLain, Matt","680574","2023","106","115","31",".290",".507",".385","14","5","7","34",".255",
"Palacios, Richie","680700","2023","24","11","6",".258",".516",".234","2","1","1","9",".244",
"Kwan, Steven","680757","2023","171","75","70",".268",".370",".294","21","9","3","69",".282",
"Duran, Jarren","680776","2023","98","90","24",".295",".482",".381","24","3","3","30",".266",
"Jeffers, Ryan","680777","2023","79","93","33",".276",".490",".359","3","6","10","31",".232",
"Davis, Henry","680779","2023","48","69","25",".213",".351",".273","3","3","4","19",".220",
"Gelof, Zack","680869","2023","72","82","26",".267",".504",".331","14","5","3","19",".250",
"Miller, Owen","680911","2023","76","61","17",".261",".371",".310","13","6","2","24",".251",
"Donovan, Brendan","680977","2023","93","53","33",".284",".422",".311","5","4","9","34",".283",
"Stott, Bryson","681082","2023","164","100","39",".280",".419",".312","31","10","7","62",".267",
"Bride, Jonah","681146","2023","15","22","11",".170",".205",".221","0","3","4","3",".239",
"O'Hoppe, Logan","681351","2023","43","48","14",".236",".500",".240","0","4","2","10",".260",
"Carpenter, Kerry","681481","2023","116","115","32",".278",".471",".338","6","5","8","41",".258",
"Outman, James","681546","2023","120","181","68",".248",".437",".343","16","4","12","36",".228",
"Villar, David","681584","2023","18","45","11",".145",".315",".173","1","1","4","2",".207",
"Fry, David","681807","2023","24","30","8",".238",".416",".299","2","3","4","5",".242",
"Marte, Noelvi","682622","2023","36","25","8",".316",".456",".384","6","1","1","17",".296",
"Alvarez, Francisco","682626","2023","80","110","34",".209",".437",".222","2","14","6","20",".208",
"Matos, Luis","682641","2023","57","33","20",".250",".342",".285","3","3","3","18",".260",
"De La Cruz, Elly","682829","2023","91","144","35",".235",".410",".336","35","6","2","35",".238",
"Rodriguez, Endy","682848","2023","41","49","17",".220",".328",".281","0","3","0","5",".230",
"Abrams, CJ","682928","2023","138","118","32",".245",".412",".279","47","7","13","52",".248",
"Greene, Riley","682985","2023","109","114","35",".288",".447",".384","7","7","1","33",".287",
"Carroll, Corbin","682998","2023","161","125","57",".285",".506",".325","54","7","13","59",".269",
"Henderson, Gunnar","683002","2023","143","159","56",".255",".489",".306","10","10","3","50",".258",
"Volpe, Anthony","683011","2023","113","167","52",".209",".383",".259","24","10","5","27",".229",
"Baty, Brett","683146","2023","75","109","29",".212",".323",".280","2","8","2","26",".236",
"Vaughn, Andrew","683734","2023","146","129","36",".258",".429",".299","0","15","11","49",".249",
"Frelick, Sal","686217","2023","47","37","28",".246",".351",".286","7","2","1","21",".236",
"Pasquantino, Vinnie","686469","2023","57","31","25",".247",".437",".250","0","7","2","13",".279",
"Canzone, Dominic","686527","2023","38","32","8",".220",".399",".237","1","5","1","10",".257",
"Doyle, Brenton","686668","2023","81","151","22",".203",".343",".295","22","9","4","32",".203",
"Massey, Michael","686681","2023","98","99","24",".229",".381",".261","6","3","4","19",".259",
"Brennan, Will","686823","2023","115","57","16",".266",".356",".296","13","4","5","44",".282",
"Wiemer Jr., Joey","686894","2023","75","116","36",".204",".362",".258","11","4","5","29",".210",
"Neto, Zach","687263","2023","65","77","20",".225",".377",".272","5","5","16","18",".226",
"Marlowe, Cade","687799","2023","21","33","12",".239",".420",".346","4","1","0","5",".193",
"Encarnacion-Strand, Christian","687952","2023","60","69","14",".270",".477",".336","2","5","5","13",".268",
"Wisely, Brett","689172","2023","21","40","9",".175",".267",".241","2","2","0","5",".182",
"Soderstrom, Tyler","691016","2023","20","43","11",".160",".240",".212","0","6","1","8",".207",
"Walker, Jordan","691023","2023","116","104","37",".276",".445",".331","7","9","6","48",".268",
"Winn, Masyn","691026","2023","21","26","10",".172",".238",".196","2","1","0","9",".214",
"Colas, Oscar","693049","2023","53","71","12",".216",".314",".281","4","5","2","29",".222",
"Gonzales, Nick","693304","2023","24","36","6",".209",".348",".278","0","0","4","9",".201",
"Schanuel, Nolan","694384","2023","30","19","20",".275",".330",".326","0","1","3","12",".280",
"Young, Jacob","696285","2023","27","22","10",".252",".336",".318","13","2","1","15",".230",
"Yoshida, Masataka","807799","2023","155","81","34",".289",".445",".316","8","20","7","57",".269",
